OrderNumber,OrderDate,CUSTOMER_INDEX,Channel,Warehouse Code,Delivery Region Index,PRODUCT_INDEX,ORDER_QTY,UNIT_PRICE_USD,TOTAL_REVENUE_USD
SO - 0003635,03-10-2014,11,Distributor,AXW291,13,11,11,1112.2,12234.2
SO - 0003636,03-10-2014,30,Wholesale,AXW291,3,11,11,1822.4,20046.4
SO - 0003637,03-10-2014,33,Distributor,AXW291,1,1,6,737,4422
SO - 0003638,04-10-2014,23,Export,GUT930,34,1,5,790.6,3953
SO - 0003639,04-10-2014,40,Wholesale,FLR025,61,11,11,1011.7,11128.7
SO - 0003640,04-10-2014,20,Export,AXW291,29,5,12,1165.8,13989.6
SO - 0003641,04-10-2014,44,Wholesale,AXW291,26,5,7,2211,15477
SO - 0003642,04-10-2014,4,Export,AXW291,2,5,6,750.4,4502.4
SO - 0003643,05-10-2014,19,Wholesale,NXH382,55,7,5,1051.9,5259.5
SO - 0003644,05-10-2014,33,Wholesale,GUT930,45,1,6,5427,32562
SO - 0003645,05-10-2014,23,Wholesale,FLR025,65,7,11,2505.8,27563.8
SO - 0003646,05-10-2014,28,Wholesale,GUT930,36,1,9,3162.4,28461.6
SO - 0003647,05-10-2014,22,Distributor,GUT930,40,11,5,3122.2,15611
SO - 0003648,05-10-2014,8,Distributor,GUT930,38,8,11,1125.6,12381.6
SO - 0003649,06-10-2014,50,Wholesale,FLR025,64,11,5,2385.2,11926
SO - 0003650,06-10-2014,49,Distributor,NXH382,59,1,9,3832.4,34491.6
SO - 0003651,06-10-2014,16,Wholesale,NXH382,59,5,11,1762.1,19383.1
SO - 0003652,07-10-2014,18,Distributor,FLR025,62,2,11,978.2,10760.2
SO - 0003653,07-10-2014,15,Export,AXW291,25,1,10,3825.7,38257
SO - 0003654,07-10-2014,35,Export,AXW291,18,8,12,737,8844
SO - 0003655,07-10-2014,27,Distributor,AXW291,11,13,9,1969.8,17728.2
SO - 0003656,07-10-2014,43,Wholesale,AXW291,14,7,12,1058.6,12703.2
SO - 0003657,07-10-2014,27,Distributor,GUT930,39,2,5,180.9,904.5
SO - 0003658,07-10-2014,2,Distributor,NXH382,59,11,5,2519.2,12596
SO - 0003659,07-10-2014,32,Wholesale,NXH382,52,5,8,3839.1,30712.8
SO - 0003660,07-10-2014,21,Distributor,AXW291,6,11,9,5226,47034
SO - 0003661,07-10-2014,25,Distributor,FLR025,64,12,12,268,3216
SO - 0003662,07-10-2014,19,Distributor,FLR025,62,9,8,1742,13936
SO - 0003663,07-10-2014,2,Wholesale,AXW291,23,10,5,871,4355
SO - 0003664,08-10-2014,3,Wholesale,GUT930,43,7,6,247.9,1487.4
SO - 0003665,08-10-2014,13,Distributor,NXH382,59,1,6,1869.3,11215.8
SO - 0003666,08-10-2014,21,Distributor,GUT930,41,11,11,2579.5,28374.5
SO - 0003667,08-10-2014,16,Wholesale,AXW291,14,1,11,1956.4,21520.4
SO - 0003668,09-10-2014,20,Wholesale,GUT930,37,11,5,2519.2,12596
SO - 0003669,09-10-2014,46,Distributor,NXH382,59,2,5,797.3,3986.5
SO - 0003670,09-10-2014,30,Distributor,GUT930,42,13,10,5366.7,53667
SO - 0003671,09-10-2014,30,Wholesale,AXW291,25,9,5,3343.3,16716.5
SO - 0003672,09-10-2014,20,Wholesale,GUT930,42,7,12,3939.6,47275.2
SO - 0003673,10-10-2014,36,Wholesale,AXW291,10,5,12,2659.9,31918.8
SO - 0003674,10-10-2014,49,Wholesale,NXH382,51,2,8,737,5896
SO - 0003675,10-10-2014,13,Distributor,GUT930,39,1,9,3108.8,27979.2
SO - 0003676,10-10-2014,9,Export,GUT930,35,9,5,3423.7,17118.5
SO - 0003677,11-10-2014,20,Export,AXW291,11,1,12,180.9,2170.8
SO - 0003678,11-10-2014,12,Wholesale,NXH382,51,10,5,1232.8,6164
SO - 0003679,11-10-2014,47,Wholesale,GUT930,37,1,6,6311.4,37868.4
SO - 0003680,11-10-2014,7,Distributor,NXH382,56,5,6,1072,6432
SO - 0003681,11-10-2014,36,Wholesale,NXH382,50,1,7,268,1876
SO - 0003682,11-10-2014,42,Wholesale,GUT930,38,1,10,951.4,9514
SO - 0003683,11-10-2014,35,Wholesale,GUT930,43,1,6,2592.9,15557.4
SO - 0003684,12-10-2014,23,Wholesale,AXW291,23,1,9,1159.1,10431.9
SO - 0003685,12-10-2014,17,Wholesale,AXW291,15,2,12,2532.6,30391.2
SO - 0003686,12-10-2014,33,Distributor,GUT930,39,11,6,1996.6,11979.6
SO - 0003687,12-10-2014,23,Wholesale,GUT930,43,11,5,1051.9,5259.5
SO - 0003688,13-10-2014,29,Distributor,AXW291,30,10,11,1842.5,20267.5
SO - 0003689,13-10-2014,42,Wholesale,NXH382,53,10,5,2438.8,12194
SO - 0003690,13-10-2014,37,Wholesale,AXW291,27,1,11,3999.9,43998.9
SO - 0003691,13-10-2014,39,Wholesale,NXH382,57,5,8,3892.7,31141.6
SO - 0003692,14-10-2014,13,Wholesale,AXW291,5,7,8,3959.7,31677.6
SO - 0003693,14-10-2014,5,Wholesale,AXW291,25,13,6,6204.2,37225.2
SO - 0003694,14-10-2014,11,Export,GUT930,43,2,8,1098.8,8790.4
SO - 0003695,15-10-2014,36,Distributor,AXW291,30,13,12,1916.2,22994.4
SO - 0003696,15-10-2014,30,Distributor,GUT930,36,5,5,3986.5,19932.5
SO - 0003697,15-10-2014,45,Wholesale,AXW291,29,2,7,2532.6,17728.2
SO - 0003698,16-10-2014,34,Wholesale,AXW291,11,9,11,1011.7,11128.7
SO - 0003699,16-10-2014,4,Distributor,FLR025,65,7,8,6331.5,50652
SO - 0003700,16-10-2014,24,Wholesale,FLR025,65,7,8,5413.6,43308.8
SO - 0003701,16-10-2014,31,Wholesale,AXW291,21,2,10,234.5,2345
SO - 0003702,16-10-2014,33,Wholesale,AXW291,24,5,8,241.2,1929.6
SO - 0003703,16-10-2014,44,Wholesale,AXW291,20,2,8,247.9,1983.2
SO - 0003704,17-10-2014,9,Distributor,GUT930,46,1,11,6559.3,72152.3
SO - 0003705,17-10-2014,25,Wholesale,GUT930,35,5,12,1989.9,23878.8
SO - 0003706,17-10-2014,18,Wholesale,NXH382,57,6,9,964.8,8683.2
SO - 0003707,17-10-2014,1,Export,GUT930,35,2,8,1072,8576
SO - 0003708,18-10-2014,14,Distributor,AXW291,2,5,6,187.6,1125.6
SO - 0003709,18-10-2014,41,Export,GUT930,42,9,9,3919.5,35275.5
SO - 0003710,18-10-2014,35,Export,AXW291,28,2,9,2418.7,21768.3
SO - 0003711,18-10-2014,14,Distributor,GUT930,33,7,10,3350,33500
SO - 0003712,18-10-2014,42,Wholesale,AXW291,25,9,11,3966.4,43630.4
SO - 0003713,19-10-2014,27,Wholesale,AXW291,3,1,6,3999.9,23999.4
SO - 0003714,19-10-2014,32,Distributor,AXW291,3,2,11,1192.6,13118.6
SO - 0003715,19-10-2014,22,Wholesale,AXW291,17,11,10,1085.4,10854
SO - 0003716,19-10-2014,35,Wholesale,AXW291,27,2,5,5728.5,28642.5
SO - 0003717,19-10-2014,7,Export,AXW291,21,11,8,1045.2,8361.6
SO - 0003718,20-10-2014,28,Wholesale,AXW291,27,11,10,2633.1,26331
SO - 0003719,20-10-2014,42,Distributor,FLR025,60,2,7,1855.9,12991.3
SO - 0003720,21-10-2014,11,Export,GUT930,39,11,7,2345,16415
SO - 0003721,21-10-2014,32,Wholesale,GUT930,39,1,7,5735.2,40146.4
SO - 0003722,21-10-2014,8,Distributor,AXW291,27,1,11,2271.3,24984.3
SO - 0003723,21-10-2014,1,Export,NXH382,47,13,12,1849.2,22190.4
SO - 0003724,22-10-2014,4,Export,FLR025,65,1,9,3832.4,34491.6
SO - 0003725,22-10-2014,1,Distributor,AXW291,17,9,12,2613,31356
SO - 0003726,22-10-2014,18,Distributor,AXW291,12,11,12,187.6,2251.2
SO - 0003727,22-10-2014,35,Distributor,AXW291,26,7,8,180.9,1447.2
SO - 0003728,22-10-2014,26,Distributor,AXW291,15,2,6,5138.9,30833.4
SO - 0003729,22-10-2014,35,Wholesale,FLR025,62,9,9,6210.9,55898.1
SO - 0003730,22-10-2014,33,Wholesale,AXW291,10,11,10,254.6,2546
SO - 0003731,22-10-2014,46,Export,NXH382,47,7,11,1005,11055
SO - 0003732,22-10-2014,30,Wholesale,NXH382,55,1,12,2432.1,29185.2
SO - 0003733,22-10-2014,22,Distributor,GUT930,46,8,7,247.9,1735.3
SO - 0003734,22-10-2014,33,Distributor,AXW291,30,11,7,1132.3,7926.1
SO - 0003735,23-10-2014,29,Export,AXW291,22,13,7,1038.5,7269.5
SO - 0003736,23-10-2014,50,Wholesale,GUT930,44,14,12,207.7,2492.4
SO - 0003737,23-10-2014,19,Distributor,AXW291,31,1,6,2311.5,13869
SO - 0003738,23-10-2014,35,Export,GUT930,38,11,8,3001.6,24012.8
SO - 0003739,23-10-2014,4,Wholesale,NXH382,55,11,10,167.5,1675
SO - 0003740,23-10-2014,38,Export,NXH382,48,13,8,3859.2,30873.6
SO - 0003741,23-10-2014,19,Distributor,NXH382,52,9,12,234.5,2814
SO - 0003742,23-10-2014,1,Wholesale,AXW291,17,1,6,1031.8,6190.8
SO - 0003743,23-10-2014,18,Wholesale,AXW291,7,2,5,3819,19095
SO - 0003744,24-10-2014,27,Wholesale,AXW291,14,13,12,3678.3,44139.6
SO - 0003745,24-10-2014,31,Wholesale,NXH382,48,6,10,971.5,9715
SO - 0003746,24-10-2014,47,Distributor,GUT930,40,11,10,6009.9,60099
SO - 0003747,24-10-2014,47,Wholesale,NXH382,59,12,8,1118.9,8951.2
SO - 0003748,24-10-2014,45,Distributor,GUT930,45,11,5,2693.4,13467
SO - 0003749,24-10-2014,18,Distributor,AXW291,6,7,10,1748.7,17487
SO - 0003750,24-10-2014,22,Wholesale,GUT930,32,12,7,1728.6,12100.2
SO - 0003751,24-10-2014,28,Wholesale,GUT930,41,14,5,3959.7,19798.5
SO - 0003752,24-10-2014,3,Wholesale,GUT930,43,9,11,783.9,8622.9
SO - 0003753,24-10-2014,6,Wholesale,NXH382,58,2,10,1795.6,17956
SO - 0003754,25-10-2014,41,Wholesale,AXW291,12,1,11,5969.7,65666.7
SO - 0003755,25-10-2014,38,Distributor,GUT930,33,1,10,2579.5,25795
SO - 0003756,25-10-2014,34,Export,AXW291,23,11,10,221.1,2211
SO - 0003757,25-10-2014,44,Wholesale,AXW291,2,11,9,2445.5,22009.5
SO - 0003758,25-10-2014,42,Distributor,AXW291,19,12,6,1118.9,6713.4
SO - 0003759,25-10-2014,43,Distributor,NXH382,54,7,5,1246.2,6231
SO - 0003760,26-10-2014,3,Wholesale,GUT930,47,8,6,1199.3,7195.8
SO - 0003761,26-10-2014,41,Wholesale,AXW291,18,7,10,174.2,1742
SO - 0003762,26-10-2014,46,Wholesale,NXH382,55,2,6,5976.4,35858.4
SO - 0003763,26-10-2014,11,Distributor,GUT930,36,13,12,3423.7,41084.4
SO - 0003764,27-10-2014,28,Wholesale,GUT930,42,5,8,1025.1,8200.8
SO - 0003765,27-10-2014,50,Distributor,AXW291,29,11,6,3979.8,23878.8
SO - 0003766,27-10-2014,32,Distributor,GUT930,47,7,9,3825.7,34431.3
SO - 0003767,27-10-2014,28,Wholesale,AXW291,9,1,8,3892.7,31141.6
SO - 0003768,27-10-2014,8,Export,GUT930,37,5,12,1018.4,12220.8
SO - 0003769,27-10-2014,25,Distributor,NXH382,55,7,7,1005,7035
SO - 0003770,28-10-2014,28,Wholesale,AXW291,15,13,9,5333.2,47998.8
SO - 0003771,28-10-2014,43,Wholesale,GUT930,42,11,7,2378.5,16649.5
SO - 0003772,28-10-2014,20,Wholesale,AXW291,10,12,10,1989.9,19899
SO - 0003773,29-10-2014,37,Wholesale,AXW291,2,7,7,2479,17353
SO - 0003774,29-10-2014,10,Export,AXW291,6,13,5,984.9,4924.5
SO - 0003775,29-10-2014,5,Distributor,AXW291,1,2,12,891.1,10693.2
SO - 0003776,29-10-2014,26,Distributor,AXW291,23,11,5,4013.3,20066.5
SO - 0003777,29-10-2014,5,Export,GUT930,46,7,9,6331.5,56983.5
SO - 0003778,30-10-2014,14,Export,GUT930,34,2,11,5286.3,58149.3
SO - 0003779,30-10-2014,32,Wholesale,GUT930,46,7,8,1715.2,13721.6
SO - 0003780,30-10-2014,41,Wholesale,GUT930,44,9,8,1065.3,8522.4
SO - 0003781,30-10-2014,34,Wholesale,FLR025,60,11,12,2505.8,30069.6
SO - 0003782,30-10-2014,15,Distributor,GUT930,40,13,8,1005,8040
SO - 0003783,30-10-2014,28,Distributor,AXW291,28,14,10,1005,10050
SO - 0003784,31-10-2014,18,Wholesale,GUT930,43,5,11,1755.4,19309.4
SO - 0003785,31-10-2014,20,Distributor,GUT930,38,2,12,1815.7,21788.4
SO - 0003786,31-10-2014,13,Distributor,FLR025,66,7,8,2479,19832
SO - 0003787,31-10-2014,20,Wholesale,AXW291,25,7,12,2405.3,28863.6
SO - 0003788,31-10-2014,40,Wholesale,GUT930,46,5,12,5480.6,65767.2
SO - 0003789,31-10-2014,19,Wholesale,AXW291,6,5,8,268,2144
SO - 0003790,31-10-2014,36,Export,NXH382,51,7,7,6331.5,44320.5
SO - 0003791,01-11-2014,8,Wholesale,AXW291,25,7,8,730.3,5842.4
SO - 0003792,01-11-2014,27,Wholesale,AXW291,1,11,7,187.6,1313.2
SO - 0003793,01-11-2014,22,Wholesale,AXW291,23,5,9,3819,34371
SO - 0003794,01-11-2014,48,Wholesale,GUT930,35,7,10,241.2,2412
SO - 0003795,01-11-2014,19,Distributor,GUT930,40,7,12,1299.8,15597.6
SO - 0003796,02-11-2014,7,Distributor,FLR025,62,7,11,1112.2,12234.2
SO - 0003797,02-11-2014,49,Distributor,FLR025,62,7,11,4006.6,44072.6
SO - 0003798,02-11-2014,32,Wholesale,NXH382,59,10,8,978.2,7825.6
SO - 0003799,02-11-2014,38,Distributor,AXW291,24,2,6,1045.2,6271.2
SO - 0003800,02-11-2014,47,Wholesale,AXW291,28,5,5,5621.3,28106.5
SO - 0003801,03-11-2014,50,Export,GUT930,37,1,7,1092.1,7644.7
SO - 0003802,03-11-2014,24,Wholesale,AXW291,3,2,9,877.7,7899.3
SO - 0003803,03-11-2014,36,Distributor,AXW291,7,11,7,1889.4,13225.8
SO - 0003804,03-11-2014,48,Wholesale,NXH382,54,13,5,1078.7,5393.5
SO - 0003805,03-11-2014,27,Wholesale,NXH382,50,11,11,1145.7,12602.7
SO - 0003806,03-11-2014,13,Wholesale,GUT930,44,13,8,924.6,7396.8
SO - 0003807,03-11-2014,20,Wholesale,NXH382,58,3,10,1105.5,11055
SO - 0003808,03-11-2014,3,Wholesale,NXH382,55,13,9,991.6,8924.4
SO - 0003809,03-11-2014,7,Export,NXH382,57,12,8,897.8,7182.4
SO - 0003810,04-11-2014,8,Wholesale,AXW291,4,1,12,3946.3,47355.6
SO - 0003811,04-11-2014,45,Distributor,NXH382,54,7,11,6150.6,67656.6
SO - 0003812,04-11-2014,12,Distributor,FLR025,61,7,6,214.4,1286.4
SO - 0003813,04-11-2014,36,Export,AXW291,14,13,7,247.9,1735.3
SO - 0003814,05-11-2014,10,Distributor,GUT930,37,1,6,3959.7,23758.2
SO - 0003815,05-11-2014,35,Wholesale,FLR025,66,1,11,3798.9,41787.9
SO - 0003816,05-11-2014,21,Wholesale,GUT930,42,1,10,3912.8,39128
SO - 0003817,05-11-2014,34,Wholesale,GUT930,37,11,11,261.3,2874.3
SO - 0003818,05-11-2014,1,Wholesale,AXW291,11,4,7,2331.6,16321.2
SO - 0003819,05-11-2014,17,Wholesale,GUT930,32,13,9,1098.8,9889.2
SO - 0003820,06-11-2014,12,Wholesale,GUT930,37,5,6,3946.3,23677.8
SO - 0003821,06-11-2014,8,Wholesale,NXH382,56,12,10,1855.9,18559
SO - 0003822,06-11-2014,50,Wholesale,AXW291,26,12,7,5768.7,40380.9
SO - 0003823,06-11-2014,23,Distributor,NXH382,49,7,5,737,3685
SO - 0003824,06-11-2014,11,Distributor,AXW291,13,11,5,5996.5,29982.5
SO - 0003825,06-11-2014,35,Wholesale,AXW291,6,7,11,1058.6,11644.6
SO - 0003826,06-11-2014,16,Wholesale,GUT930,34,11,5,897.8,4489
SO - 0003827,07-11-2014,43,Export,AXW291,6,10,10,2613,26130
SO - 0003828,07-11-2014,5,Wholesale,AXW291,18,5,12,5621.3,67455.6
SO - 0003829,08-11-2014,1,Wholesale,GUT930,42,5,5,951.4,4757
SO - 0003830,08-11-2014,35,Export,NXH382,54,1,11,187.6,2063.6
SO - 0003831,08-11-2014,4,Distributor,GUT930,44,5,7,3886,27202
SO - 0003832,08-11-2014,31,Wholesale,AXW291,20,2,11,1815.7,19972.7
SO - 0003833,08-11-2014,4,Wholesale,GUT930,36,1,11,2834.1,31175.1
SO - 0003834,08-11-2014,49,Export,AXW291,24,2,6,971.5,5829
SO - 0003835,09-11-2014,5,Wholesale,AXW291,27,1,11,180.9,1989.9
SO - 0003836,09-11-2014,12,Export,AXW291,17,13,7,207.7,1453.9
SO - 0003837,09-11-2014,23,Distributor,AXW291,26,13,5,3979.8,19899
SO - 0003838,09-11-2014,13,Wholesale,NXH382,53,1,7,221.1,1547.7
SO - 0003839,09-11-2014,9,Distributor,AXW291,25,2,12,1058.6,12703.2
SO - 0003840,10-11-2014,22,Distributor,NXH382,47,7,12,5929.5,71154
SO - 0003841,10-11-2014,46,Export,AXW291,10,11,5,904.5,4522.5
SO - 0003842,10-11-2014,7,Export,GUT930,35,11,11,2331.6,25647.6
SO - 0003843,11-11-2014,8,Wholesale,AXW291,29,1,8,1976.5,15812
SO - 0003844,11-11-2014,47,Distributor,FLR025,63,7,6,5748.6,34491.6
SO - 0003845,11-11-2014,9,Export,AXW291,25,7,6,1319.9,7919.4
SO - 0003846,11-11-2014,7,Distributor,AXW291,9,2,10,958.1,9581
SO - 0003847,11-11-2014,46,Distributor,FLR025,64,2,12,5641.4,67696.8
SO - 0003848,11-11-2014,27,Distributor,GUT930,42,1,11,743.7,8180.7
SO - 0003849,12-11-2014,5,Export,NXH382,50,1,5,3819,19095
SO - 0003850,12-11-2014,32,Wholesale,FLR025,62,9,6,2653.2,15919.2
SO - 0003851,12-11-2014,1,Wholesale,FLR025,66,2,9,1943,17487
SO - 0003852,12-11-2014,40,Wholesale,GUT930,32,6,6,1929.6,11577.6
SO - 0003853,12-11-2014,44,Distributor,NXH382,47,7,9,1809,16281
SO - 0003854,12-11-2014,36,Export,FLR025,64,11,9,1005,9045
SO - 0003855,12-11-2014,34,Distributor,GUT930,36,2,8,1721.9,13775.2
SO - 0003856,12-11-2014,18,Distributor,AXW291,17,5,11,837.5,9212.5
SO - 0003857,12-11-2014,39,Wholesale,AXW291,26,1,8,3852.5,30820
SO - 0003858,12-11-2014,27,Export,AXW291,3,2,12,3644.8,43737.6
SO - 0003859,13-11-2014,50,Distributor,AXW291,9,1,7,227.8,1594.6
SO - 0003860,13-11-2014,12,Wholesale,AXW291,10,9,11,3370.1,37071.1
SO - 0003861,14-11-2014,40,Distributor,NXH382,59,2,9,1051.9,9467.1
SO - 0003862,14-11-2014,41,Distributor,AXW291,16,1,6,3966.4,23798.4
SO - 0003863,14-11-2014,22,Wholesale,NXH382,48,11,5,241.2,1206
SO - 0003864,14-11-2014,23,Wholesale,AXW291,13,12,8,3149,25192
SO - 0003865,14-11-2014,43,Distributor,GUT930,46,1,10,911.2,9112
SO - 0003866,14-11-2014,29,Wholesale,AXW291,28,11,6,2345,14070
SO - 0003867,14-11-2014,20,Wholesale,GUT930,45,5,11,5313.1,58444.1
SO - 0003868,14-11-2014,1,Wholesale,AXW291,2,1,8,2512.5,20100
SO - 0003869,14-11-2014,7,Wholesale,AXW291,23,11,12,4020,48240
SO - 0003870,15-11-2014,11,Export,AXW291,16,7,12,194.3,2331.6
SO - 0003871,15-11-2014,16,Wholesale,AXW291,11,12,7,790.6,5534.2
SO - 0003872,15-11-2014,47,Wholesale,FLR025,65,11,8,3242.8,25942.4
SO - 0003873,15-11-2014,28,Export,AXW291,30,9,9,234.5,2110.5
SO - 0003874,16-11-2014,36,Wholesale,AXW291,14,11,11,5494,60434
SO - 0003875,16-11-2014,41,Distributor,GUT930,47,7,8,2613,20904
SO - 0003876,16-11-2014,36,Distributor,AXW291,21,13,8,1159.1,9272.8
SO - 0003877,16-11-2014,34,Export,NXH382,56,11,11,1809,19899
SO - 0003878,16-11-2014,10,Export,AXW291,7,5,5,1018.4,5092
SO - 0003879,16-11-2014,6,Wholesale,AXW291,1,2,9,1273,11457
SO - 0003880,17-11-2014,48,Distributor,GUT930,45,5,9,207.7,1869.3
SO - 0003881,17-11-2014,40,Wholesale,AXW291,6,7,10,857.6,8576
SO - 0003882,17-11-2014,31,Wholesale,GUT930,40,9,9,1246.2,11215.8
SO - 0003883,17-11-2014,40,Distributor,AXW291,5,13,6,1681.7,10090.2
SO - 0003884,17-11-2014,12,Distributor,FLR025,64,2,12,3953,47436
SO - 0003885,17-11-2014,10,Wholesale,AXW291,6,4,8,3765.4,30123.2
SO - 0003886,18-11-2014,46,Wholesale,AXW291,16,5,6,1072,6432
SO - 0003887,18-11-2014,36,Wholesale,AXW291,30,8,12,1822.4,21868.8
SO - 0003888,18-11-2014,15,Export,AXW291,17,1,12,951.4,11416.8
SO - 0003889,18-11-2014,39,Wholesale,AXW291,11,2,5,1882.7,9413.5
SO - 0003890,18-11-2014,7,Wholesale,AXW291,28,1,12,917.9,11014.8
SO - 0003891,18-11-2014,13,Distributor,FLR025,60,7,10,5648.1,56481
SO - 0003892,18-11-2014,17,Distributor,AXW291,9,5,7,1916.2,13413.4
SO - 0003893,19-11-2014,47,Wholesale,AXW291,10,9,9,1876,16884
SO - 0003894,19-11-2014,2,Wholesale,FLR025,62,11,8,797.3,6378.4
SO - 0003895,19-11-2014,35,Wholesale,AXW291,12,2,6,1058.6,6351.6
SO - 0003896,19-11-2014,39,Wholesale,AXW291,9,7,8,3725.2,29801.6
SO - 0003897,19-11-2014,26,Export,FLR025,60,11,9,1098.8,9889.2
SO - 0003898,19-11-2014,41,Wholesale,GUT930,35,1,12,3825.7,45908.4
SO - 0003899,19-11-2014,1,Wholesale,AXW291,6,1,6,6492.3,38953.8
SO - 0003900,20-11-2014,3,Export,GUT930,42,1,6,1085.4,6512.4
SO - 0003901,20-11-2014,12,Wholesale,AXW291,1,13,5,1728.6,8643
SO - 0003902,20-11-2014,8,Export,NXH382,53,7,8,1916.2,15329.6
SO - 0003903,21-11-2014,37,Wholesale,NXH382,58,10,5,3336.6,16683
SO - 0003904,21-11-2014,42,Distributor,NXH382,47,5,9,227.8,2050.2
SO - 0003905,21-11-2014,12,Wholesale,GUT930,44,2,7,2666.6,18666.2
SO - 0003906,21-11-2014,23,Wholesale,AXW291,24,7,11,167.5,1842.5
SO - 0003907,21-11-2014,13,Distributor,NXH382,51,2,12,3812.3,45747.6
SO - 0003908,21-11-2014,17,Wholesale,GUT930,35,9,10,3149,31490
SO - 0003909,21-11-2014,45,Distributor,FLR025,66,14,9,3886,34974
SO - 0003910,21-11-2014,18,Export,AXW291,16,13,8,5293,42344
SO - 0003911,21-11-2014,10,Wholesale,NXH382,52,1,6,1045.2,6271.2
SO - 0003912,22-11-2014,49,Wholesale,NXH382,53,9,9,3376.8,30391.2
SO - 0003913,22-11-2014,47,Wholesale,AXW291,28,7,6,1768.8,10612.8
SO - 0003914,22-11-2014,26,Wholesale,AXW291,31,2,6,2331.6,13989.6
SO - 0003915,22-11-2014,5,Wholesale,NXH382,57,2,7,1092.1,7644.7
SO - 0003916,22-11-2014,17,Wholesale,GUT930,38,5,8,2432.1,19456.8
SO - 0003917,22-11-2014,37,Export,AXW291,26,7,9,737,6633
SO - 0003918,22-11-2014,31,Wholesale,AXW291,1,13,6,1105.5,6633
SO - 0003919,22-11-2014,25,Wholesale,AXW291,9,2,8,2807.3,22458.4
SO - 0003920,23-11-2014,13,Distributor,AXW291,15,1,11,2284.7,25131.7
SO - 0003921,23-11-2014,46,Wholesale,AXW291,21,7,9,1118.9,10070.1
SO - 0003922,23-11-2014,32,Export,FLR025,62,7,10,2224.4,22244
SO - 0003923,23-11-2014,1,Export,GUT930,37,1,5,1983.2,9916
SO - 0003924,23-11-2014,9,Wholesale,NXH382,48,1,6,1132.3,6793.8
SO - 0003925,24-11-2014,7,Distributor,NXH382,54,5,6,1929.6,11577.6
SO - 0003926,24-11-2014,20,Wholesale,NXH382,47,13,11,3993.2,43925.2
SO - 0003927,24-11-2014,41,Wholesale,GUT930,45,11,5,207.7,1038.5
SO - 0003928,25-11-2014,42,Export,AXW291,12,9,7,1072,7504
SO - 0003929,25-11-2014,10,Export,AXW291,7,11,8,6532.5,52260
SO - 0003930,25-11-2014,12,Wholesale,FLR025,63,13,7,1983.2,13882.4
SO - 0003931,25-11-2014,18,Distributor,NXH382,52,7,7,1916.2,13413.4
SO - 0003932,25-11-2014,9,Wholesale,GUT930,41,11,9,3919.5,35275.5
SO - 0003933,25-11-2014,21,Export,NXH382,52,1,9,6277.9,56501.1
SO - 0003934,25-11-2014,7,Distributor,AXW291,16,12,5,1031.8,5159
SO - 0003935,26-11-2014,18,Distributor,AXW291,12,14,5,2606.3,13031.5
SO - 0003936,26-11-2014,22,Wholesale,FLR025,60,1,10,2003.3,20033
SO - 0003937,26-11-2014,5,Export,NXH382,48,7,8,5601.2,44809.6
SO - 0003938,27-11-2014,44,Wholesale,AXW291,19,5,8,2525.9,20207.2
SO - 0003939,27-11-2014,46,Distributor,NXH382,52,7,11,2304.8,25352.8
SO - 0003940,27-11-2014,29,Wholesale,AXW291,9,2,11,2010,22110
SO - 0003941,27-11-2014,24,Wholesale,AXW291,17,2,10,167.5,1675
SO - 0003942,28-11-2014,34,Distributor,AXW291,22,5,6,2525.9,15155.4
SO - 0003943,28-11-2014,3,Wholesale,FLR025,62,9,8,1192.6,9540.8
SO - 0003944,28-11-2014,44,Wholesale,AXW291,2,13,12,268,3216
SO - 0003945,29-11-2014,35,Export,GUT930,46,13,9,1132.3,10190.7
SO - 0003946,29-11-2014,42,Export,NXH382,51,13,10,1809,18090
SO - 0003947,29-11-2014,18,Export,GUT930,34,10,5,1118.9,5594.5
SO - 0003948,30-11-2014,45,Wholesale,NXH382,54,7,8,1025.1,8200.8
SO - 0003949,30-11-2014,10,Wholesale,AXW291,1,7,6,3088.7,18532.2
SO - 0003950,30-11-2014,43,Wholesale,AXW291,4,4,12,978.2,11738.4
SO - 0003951,30-11-2014,47,Wholesale,AXW291,16,1,6,261.3,1567.8
SO - 0003952,30-11-2014,28,Distributor,AXW291,11,11,5,1159.1,5795.5
SO - 0003953,30-11-2014,16,Wholesale,NXH382,49,2,10,6197.5,61975
SO - 0003954,01-12-2014,30,Export,NXH382,56,10,11,5581.1,61392.1
SO - 0003955,01-12-2014,34,Wholesale,AXW291,15,11,8,1051.9,8415.2
SO - 0003956,01-12-2014,26,Distributor,AXW291,30,2,10,221.1,2211
SO - 0003957,01-12-2014,1,Wholesale,AXW291,17,2,11,3879.3,42672.3
SO - 0003958,02-12-2014,47,Wholesale,AXW291,22,1,9,1139,10251
SO - 0003959,02-12-2014,33,Export,NXH382,59,1,7,938,6566
SO - 0003960,02-12-2014,46,Export,AXW291,23,2,7,201,1407
SO - 0003961,03-12-2014,3,Export,AXW291,12,9,12,1768.8,21225.6
SO - 0003962,03-12-2014,19,Wholesale,FLR025,64,7,12,1715.2,20582.4
SO - 0003963,03-12-2014,43,Distributor,FLR025,62,9,11,1145.7,12602.7
SO - 0003964,03-12-2014,6,Wholesale,GUT930,34,5,8,3932.9,31463.2
SO - 0003965,04-12-2014,16,Distributor,AXW291,7,11,11,2599.6,28595.6
