Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Total Profit
Walmart,1128299,10-10-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50,83,4150,1536,0.4,Online,1660
Walmart,1128299,10-10-2021,West,Hawaii,Honolulu,Men's Apparel,63,70,4410,1235,0.3,Online,1323
Walmart,1128299,10-10-2021,West,Hawaii,Honolulu,Women's Apparel,64,75,4800,2448,0.5,Online,2400
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Men's Street Footwear,51,158,8058,2981,0.4,Online,3223.2
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Men's Athletic Footwear,56,168,9408,3011,0.3,Online,2822.4
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Women's Street Footwear,50,123,6150,2460,0.4,Online,2460
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,60,104,6240,2434,0.4,Online,2496
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Men's Apparel,83,113,9379,2814,0.3,Online,2813.7
Walmart,1128299,10-11-2021,West,Hawaii,Honolulu,Women's Apparel,82,140,11480,5970,0.5,Online,5740
Walmart,1128299,09-12-2021,West,Hawaii,Honolulu,Men's Street Footwear,68,189,12852,5141,0.4,Online,5140.8
Walmart,1128299,09-12-2021,West,Hawaii,Honolulu,Men's Athletic Footwear,77,182,14014,4204,0.3,Online,4204.2
Sports Direct,1128299,09-12-2021,West,Hawaii,Honolulu,Women's Street Footwear,74,135,9990,3497,0.4,Online,3996
Sports Direct,1128299,09-12-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,73,145,10585,3705,0.4,Online,4234
Sports Direct,1128299,09-12-2021,West,Hawaii,Honolulu,Men's Apparel,84,128,10752,2796,0.3,Online,3225.6
Sports Direct,1128299,09-12-2021,West,Hawaii,Honolulu,Women's Apparel,89,142,12638,6319,0.5,Online,6319
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Men's Street Footwear,38,115,4370,1879,0.4,Online,1748
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Men's Athletic Footwear,48,123,5904,2066,0.4,Online,2361.6
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Women's Street Footwear,45,123,5535,2269,0.4,Online,2214
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,47,77,3619,1629,0.5,Online,1809.5
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Men's Apparel,54,68,3672,1102,0.3,Online,1101.6
Sports Direct,1128299,17-01-2021,West,Hawaii,Honolulu,Women's Apparel,49,124,6076,3585,0.6,Online,3645.6
Sports Direct,1128299,17-02-2021,West,Hawaii,Honolulu,Men's Street Footwear,36,137,4932,2071,0.4,Online,1972.8
Sports Direct,1128299,17-02-2021,West,Hawaii,Honolulu,Men's Athletic Footwear,49,111,5439,1904,0.4,Online,2175.6
Sports Direct,1128299,17-02-2021,West,Hawaii,Honolulu,Women's Street Footwear,49,111,5439,2176,0.4,Online,2175.6
Sports Direct,1128299,17-02-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,45,74,3330,1465,0.4,Online,1332
Sports Direct,1128299,17-02-2021,Southeast,Florida,Orlando,Men's Apparel,52,60,3120,998,0.3,Online,936
Sports Direct,1128299,17-02-2021,Southeast,Florida,Orlando,Women's Apparel,47,108,5076,2944,0.6,Online,3045.6
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Men's Street Footwear,46,160,7360,3018,0.4,Online,2944
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,58,100,5800,2204,0.4,Online,2320
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Women's Street Footwear,59,115,6785,2918,0.4,Online,2714
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,58,91,5278,2217,0.4,Online,2111.2
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Men's Apparel,61,44,2684,886,0.3,Online,805.2
Sports Direct,1128299,16-03-2021,Southeast,Florida,Orlando,Women's Apparel,54,101,5454,3272,0.6,Online,3272.4
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Men's Street Footwear,62,138,8556,3594,0.4,Online,3422.4
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,66,98,6468,2264,0.4,Online,2587.2
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Women's Street Footwear,66,120,7920,3247,0.4,Online,3168
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,52,84,4368,1966,0.5,Online,2184
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Men's Apparel,59,58,3422,1198,0.4,Online,1368.8
Walmart,1128299,17-04-2021,Southeast,Florida,Orlando,Women's Apparel,72,109,7848,4709,0.6,Online,4708.8
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Men's Street Footwear,58,155,8990,3866,0.4,Online,3596
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,128,7680,3072,0.4,Online,3072
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Women's Street Footwear,59,119,7021,3159,0.5,Online,3510.5
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,59,88,5192,2233,0.4,Online,2076.8
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Men's Apparel,52,68,3536,1132,0.3,Online,1060.8
Walmart,1128299,18-05-2021,Southeast,Florida,Orlando,Women's Apparel,67,173,11591,6723,0.6,Online,6954.6
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Men's Street Footwear,61,223,13603,6121,0.5,Online,6801.5
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,64,203,12992,4547,0.4,Online,5196.8
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Women's Street Footwear,80,210,16800,7224,0.4,Online,6720
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77,155,11935,5013,0.4,Online,4774
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Men's Apparel,89,126,11214,3588,0.3,Online,3364.2
Walmart,1128299,17-06-2021,Southeast,Florida,Orlando,Women's Apparel,103,218,22454,12574,0.6,Online,13472.4
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Men's Street Footwear,83,261,21663,9532,0.4,Online,8665.2
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,88,225,19800,7920,0.4,Online,7920
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Women's Street Footwear,86,189,16254,7152,0.4,Online,6501.6
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,82,180,14760,6347,0.4,Online,5904
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Men's Apparel,89,195,17355,5554,0.3,Online,5206.5
Walmart,1128299,16-07-2021,Southeast,Florida,Orlando,Women's Apparel,101,163,16463,9384,0.6,Online,9877.8
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Men's Street Footwear,87,213,18531,7598,0.4,Online,7412.4
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,77,206,15862,5552,0.4,Online,6344.8
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Women's Street Footwear,78,189,14742,6339,0.4,Online,5896.8
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77,143,11011,4625,0.4,Online,4404.4
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Men's Apparel,74,143,10582,3280,0.3,Online,3174.6
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Women's Apparel,81,87,7047,4087,0.6,Online,4228.2
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Men's Street Footwear,58,140,8120,3248,0.4,Online,3248
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,135,8100,2997,0.4,Online,3240
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Women's Street Footwear,54,75,4050,1823,0.5,Online,2025
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,54,65,3510,1544,0.4,Online,1404
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Men's Apparel,64,74,4736,1468,0.3,Online,1420.8
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Women's Apparel,51,75,3825,2104,0.6,Online,2295
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Men's Street Footwear,47,100,4700,2068,0.4,Online,1880
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,59,144,8496,3228,0.4,Online,3398.4
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Women's Street Footwear,55,112,6160,2526,0.4,Online,2464
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,51,113,5763,2363,0.4,Online,2305.2
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Men's Apparel,59,98,5782,1792,0.3,Online,1734.6
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Women's Apparel,65,104,6760,3921,0.6,Online,4056
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Men's Street Footwear,52,169,8788,3515,0.4,Online,3515.2
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,54,175,9450,3591,0.4,Online,3780
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Women's Street Footwear,53,147,7791,3194,0.4,Online,3116.4
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,64,150,9600,4128,0.4,Online,3840
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Men's Apparel,77,124,9548,2864,0.3,Online,2864.4
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Women's Apparel,86,162,13932,8220,0.6,Online,8359.2
Walmart,1128299,16-12-2021,Southeast,Florida,Orlando,Men's Street Footwear,72,216,15552,6221,0.4,Online,6220.8
Walmart,1128299,16-12-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,82,200,16400,5740,0.4,Online,6560
West Gear,1128299,16-12-2021,Southeast,Florida,Orlando,Women's Street Footwear,75,174,13050,5220,0.4,Online,5220
West Gear,1128299,16-12-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,78,180,14040,5756,0.4,Online,5616
West Gear,1128299,16-12-2021,Southeast,Florida,Orlando,Men's Apparel,86,147,12642,4425,0.4,Online,5056.8
West Gear,1128299,16-12-2021,Southeast,Florida,Orlando,Women's Apparel,87,156,13572,7465,0.6,Online,8143.2
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Men's Street Footwear,41,255,10455,5750,0.6,Online,6273
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,44,189,8316,3909,0.5,Online,4158
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Women's Street Footwear,32,169,5408,2055,0.4,Online,2163.2
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,37,145,5365,2200,0.4,Online,2146
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Men's Apparel,51,165,8415,3787,0.5,Online,4207.5
West Gear,1185732,12-01-2021,Southeast,Florida,Orlando,Women's Apparel,44,176,7744,5034,0.7,Online,5420.8
West Gear,1185732,10-02-2021,Southeast,Florida,Orlando,Men's Street Footwear,44,234,10296,5663,0.6,Online,6177.6
West Gear,1185732,10-02-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,42,138,5796,2840,0.5,Online,2898
West Gear,1185732,10-02-2021,Southeast,Florida,Orlando,Women's Street Footwear,33,174,5742,2125,0.4,Online,2296.8
West Gear,1185732,10-02-2021,Northeast,New York,Albany,Women's Athletic Footwear,37,133,4921,2067,0.4,Online,1968.4
West Gear,1185732,10-02-2021,Northeast,New York,Albany,Men's Apparel,50,154,7700,3542,0.5,Online,3850
West Gear,1185732,10-02-2021,Northeast,New York,Albany,Women's Apparel,42,182,7644,4892,0.6,Online,4586.4
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Men's Street Footwear,44,252,11088,6542,0.6,Online,6652.8
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Men's Athletic Footwear,44,165,7260,3340,0.5,Online,3630
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Women's Street Footwear,33,161,5313,1913,0.4,Online,2125.2
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Women's Athletic Footwear,39,106,4134,1695,0.4,Online,1653.6
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Men's Apparel,51,133,6783,3324,0.5,Online,3391.5
West Gear,1185732,08-03-2021,Northeast,New York,Albany,Women's Apparel,43,161,6923,4154,0.6,Online,4153.8
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Men's Street Footwear,42,248,10416,5833,0.6,Online,6249.6
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Men's Athletic Footwear,43,147,6321,2844,0.5,Online,3160.5
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Women's Street Footwear,34,152,5168,1860,0.4,Online,2067.2
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Women's Athletic Footwear,37,135,4995,2048,0.4,Online,1998
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Men's Apparel,50,124,6200,2914,0.5,Online,3100
West Gear,1185732,09-04-2021,Northeast,New York,Albany,Women's Apparel,41,156,6396,4157,0.7,Online,4477.2
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Men's Street Footwear,50,261,13050,7830,0.6,Online,7830
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Men's Athletic Footwear,53,161,8533,4011,0.5,Online,4266.5
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Women's Street Footwear,49,160,7840,2822,0.4,Online,3136
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Women's Athletic Footwear,47,130,6110,2444,0.4,Online,2444
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Men's Apparel,56,137,7672,3759,0.5,Online,3836
West Gear,1185732,08-05-2021,Northeast,New York,Albany,Women's Apparel,59,169,9971,6282,0.6,Online,5982.6
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Men's Street Footwear,59,263,15517,8690,0.6,Online,9310.2
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Men's Athletic Footwear,54,175,9450,4536,0.5,Online,4725
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Women's Street Footwear,48,150,7200,2736,0.4,Online,2880
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Women's Athletic Footwear,49,144,7056,2893,0.4,Online,2822.4
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Men's Apparel,62,150,9300,4557,0.5,Online,4650
West Gear,1185732,10-06-2021,Northeast,New York,Albany,Women's Apparel,69,181,12489,7743,0.6,Online,7493.4
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Men's Street Footwear,59,247,14573,8015,0.6,Online,8743.8
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Men's Athletic Footwear,56,196,10976,4939,0.5,Online,5488
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Women's Street Footwear,51,169,8619,3017,0.4,Online,3447.6
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Women's Athletic Footwear,53,150,7950,3419,0.4,Online,3180
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Men's Apparel,62,168,10416,4791,0.5,Online,5208
West Gear,1185732,08-07-2021,Northeast,New York,Albany,Women's Apparel,66,194,12804,8323,0.7,Online,8962.8
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Men's Street Footwear,62,250,15500,8680,0.6,Online,9300
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Men's Athletic Footwear,55,210,11550,5198,0.5,Online,5775
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Women's Street Footwear,51,188,9588,3452,0.4,Online,3835.2
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Women's Athletic Footwear,41,150,6150,2460,0.4,Online,2460
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Men's Apparel,52,149,7748,3719,0.5,Online,3874
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Women's Apparel,55,218,11990,7194,0.6,Online,7194
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Men's Street Footwear,50,238,11900,7021,0.6,Online,7140
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Men's Athletic Footwear,48,163,7824,3521,0.5,Online,3912
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Women's Street Footwear,41,138,5658,1980,0.4,Online,2263.2
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Women's Athletic Footwear,44,137,6028,2471,0.4,Online,2411.2
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Men's Apparel,51,131,6681,3207,0.5,Online,3340.5
West Gear,1185732,08-09-2021,Northeast,New York,Albany,Women's Apparel,59,156,9204,5522,0.6,Online,5522.4
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Men's Street Footwear,57,208,11856,6758,0.6,Online,7113.6
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Men's Athletic Footwear,46,156,7176,3301,0.5,Online,3588
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Women's Street Footwear,46,137,6302,2521,0.4,Online,2520.8
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Women's Athletic Footwear,45,135,6075,2491,0.4,Online,2430
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Men's Apparel,59,150,8850,4160,0.5,Online,4425
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Women's Apparel,64,156,9984,6190,0.6,Online,5990.4
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Men's Street Footwear,56,217,12152,6684,0.6,Online,7291.2
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Men's Athletic Footwear,49,162,7938,3890,0.5,Online,3969
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Women's Street Footwear,45,147,6615,2381,0.4,Online,2646
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Women's Athletic Footwear,47,144,6768,2707,0.4,Online,2707.2
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Men's Apparel,62,154,9548,4297,0.5,Online,4774
West Gear,1185732,09-11-2021,Northeast,New York,Albany,Women's Apparel,68,176,11968,7660,0.6,Online,7180.8
West Gear,1185732,08-12-2021,Northeast,New York,Albany,Men's Street Footwear,59,245,14455,8384,0.6,Online,8673
West Gear,1185732,08-12-2021,Northeast,New York,Albany,Men's Athletic Footwear,51,169,8619,4310,0.5,Online,4309.5
Kohl's,1185732,08-12-2021,Northeast,New York,Albany,Women's Street Footwear,52,163,8476,3306,0.4,Online,3390.4
Kohl's,1185732,08-12-2021,Northeast,New York,Albany,Women's Athletic Footwear,54,155,8370,3432,0.4,Online,3348
Kohl's,1185732,08-12-2021,Northeast,New York,Albany,Men's Apparel,60,155,9300,4278,0.5,Online,4650
Kohl's,1185732,08-12-2021,Northeast,New York,Albany,Women's Apparel,69,182,12558,8037,0.6,Online,7534.8
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Men's Street Footwear,39,216,8424,5307,0.6,Online,5054.4
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Men's Athletic Footwear,39,156,6084,2738,0.5,Online,3042
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Street Footwear,29,168,4872,2339,0.5,Online,2436
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Athletic Footwear,34,131,4454,2093,0.5,Online,2227
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Men's Apparel,49,145,7105,3197,0.5,Online,3552.5
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Apparel,38,156,5928,2371,0.4,Online,2371.2
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Men's Street Footwear,37,238,8806,5372,0.6,Online,5283.6
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Men's Athletic Footwear,37,145,5365,2200,0.4,Online,2146
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Women's Street Footwear,29,143,4147,2032,0.5,Online,2073.5
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,32,123,3936,1889,0.5,Online,1968
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Men's Apparel,47,145,6815,2794,0.4,Online,2726
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Women's Apparel,38,174,6612,2579,0.4,Online,2644.8
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,9348,5609,0.6,Online,5608.8
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,37,131,4847,2133,0.4,Online,1938.8
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Street Footwear,27,149,4023,1810,0.5,Online,2011.5
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,112,3696,1737,0.5,Online,1848
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Apparel,47,126,5922,2665,0.5,Online,2961
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Apparel,37,165,6105,2259,0.4,Online,2442
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Street Footwear,39,208,8112,5029,0.6,Online,4867.2
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,39,140,5460,2457,0.5,Online,2730
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Street Footwear,28,145,4060,1868,0.5,Online,2030
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,33,119,3927,1846,0.5,Online,1963.5
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Apparel,47,106,4982,2092,0.4,Online,1992.8
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Apparel,36,149,5364,1877,0.4,Online,2145.6
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,11070,7196,0.7,Online,7749
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,41,152,6232,2493,0.4,Online,2492.8
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Street Footwear,39,145,5655,2771,0.5,Online,2827.5
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,131,5109,2555,0.5,Online,2554.5
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Apparel,45,133,5985,2514,0.4,Online,2394
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Apparel,52,156,8112,3245,0.4,Online,3244.8
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,11362,7158,0.6,Online,6817.2
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,168,7056,2893,0.4,Online,2822.4
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,131,4978,2240,0.5,Online,2489
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,140,5320,2500,0.5,Online,2660
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Apparel,49,135,6615,2911,0.4,Online,2646
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Apparel,50,163,8150,3016,0.4,Online,3260
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Street Footwear,48,228,10944,7004,0.6,Online,6566.4
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,163,7172,3084,0.4,Online,2868.8
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,149,5662,2718,0.5,Online,2831
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,39,150,5850,2750,0.5,Online,2925
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Apparel,48,137,6576,2762,0.4,Online,2630.4
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Apparel,51,196,9996,3599,0.4,Online,3998.4
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Street Footwear,47,255,11985,7670,0.6,Online,7191
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,43,163,7009,2874,0.4,Online,2803.6
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,143,5434,2445,0.5,Online,2717
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,147,5586,2737,0.5,Online,2793
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Apparel,47,140,6580,2698,0.4,Online,2632
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Apparel,52,196,10192,4077,0.4,Online,4076.8
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Street Footwear,48,208,9984,6390,0.6,Online,5990.4
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,150,6600,2838,0.4,Online,2640
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,137,5206,2395,0.5,Online,2603
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,135,5130,2514,0.5,Online,2565
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Apparel,48,125,6000,2580,0.4,Online,2400
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Apparel,52,174,9048,3619,0.4,Online,3619.2
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50,202,10100,6464,0.6,Online,6060
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,174,7656,3062,0.4,Online,3062.4
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Street Footwear,42,125,5250,2415,0.5,Online,2625
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,41,119,4879,2244,0.5,Online,2439.5
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Apparel,54,128,6912,3041,0.4,Online,2764.8
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Apparel,55,150,8250,3053,0.4,Online,3300
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Street Footwear,53,218,11554,7048,0.6,Online,6932.4
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,42,167,7014,3016,0.4,Online,2805.6
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Street Footwear,42,146,6132,3066,0.5,Online,3066
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,42,135,5670,2778,0.5,Online,2835
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Apparel,51,143,7293,2990,0.4,Online,2917.2
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Apparel,55,161,8855,3453,0.4,Online,3542
Kohl's,1185732,10-12-2021,West,Wyoming,Cheyenne,Men's Street Footwear,52,224,11648,7105,0.6,Online,6988.8
Kohl's,1185732,10-12-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,168,7392,3031,0.4,Online,2956.8
